Vegetable Common Name ,Disease Name (Type),Scientific name,Treatment Methods
ಸಿಹಿ ಜೋಳ,ಫಾಲ್ ಆರ್ಮಿ ವರ್ಮ್  (ಕೀಟ ಬಾಧೆ),ಸ್ಪೋಡೋಪ್ಟೆರಾ ಫ್ರುಗಿಪೆರ್ಡಾ (Spodoptera frugiperda),ಸುಳಿಯೊಳಗೆ ಹುಳು ಸೇರಿ ತಿನ್ನುತ್ತದೆ ಮತ್ತು ಮರದ ಪುಡಿಯಂತಹ ತ್ಯಾಜ್ಯ ಬಿಡುತ್ತದೆ. ಸುಳಿಗೆ ಮರಳು ಮತ್ತು ಸುಣ್ಣದ ಮಿಶ್ರಣ ಹಾಕಿ. ಮೆಟಾರೈಜಿಯಂ ಅಥವಾ ಬೇವಿನ ದ್ರಾವಣ ಸುಳಿಗೆ ಹಾಕಿ.
ಸಿಹಿ ಜೋಳ,ತೆನೆ ಕೊರಕ  (ಕೀಟ ಬಾಧೆ),ಹೆಲಿಕೋವರ್ಪಾ (Helicoverpa),ಹುಳು ತೆನೆಯ ತುದಿಯ ರೇಷ್ಮೆ ತಿನ್ನುತ್ತದೆ. ಬಿ.ಟಿ (Bt) ದ್ರಾವಣ ಸಿಂಪಡಿಸಿ.
ಸಿಹಿ ಜೋಳ,ಕಾಡಿಗೆ ರೋಗ / ಸ್ಮಟ್  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಸ್ಫೇಸಿಲೋಥೆಕಾ (Sphacelotheca),ತೆನೆ ಮೇಲೆ ಬೂದು ಬಣ್ಣದ ದೊಡ್ಡ ಗಂಟು ಬರುತ್ತದೆ. ಒಡೆಯುವ ಮುನ್ನವೇ ಕಿತ್ತು ಹಾಕಿ. ಗಿಡಕ್ಕೆ ಗಾಯ ಮಾಡಬೇಡಿ.
ಸಿಹಿ ಜೋಳ,ತುಕ್ಕು ರೋಗ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಪಕ್ಸಿನಿಯಾ (Puccinia),ಎಲೆ ಮೇಲೆ ಕಂದು ಬೊಕ್ಕೆ ಬರುತ್ತದೆ. ಕರಗುವ ಗಂಧಕ ಸಿಂಪಡಿಸಿ.
ಸಿಹಿ ಗೆಣಸು,ಗೆಣಸಿನ ಮೂತಿ ಹುಳು / ವೀವಿಲ್  (ಕೀಟ ಬಾಧೆ),ಸೈಲಾಸ್ ಫಾರ್ಮಿಕಾರಿಯಸ್ (Cylas formicarius),"ಇದು ಪ್ರಮುಖ ಶತ್ರು. ಹುಳು ಗೆಡ್ಡೆಯೊಳಗೆ ಸುರಂಗ ಮಾಡಿ ಕಹಿಯಾಗಿಸುತ್ತದೆ. ಮಣ್ಣು ಬಿರುಕು ಬಿಡದಂತೆ ನೋಡಿಕೊಳ್ಳಿ, ಮಣ್ಣು ಏರಿಸಿ. ಮೋಹಕ ಬಲೆ ಬಳಸಿ. ಗೆಡ್ಡೆ ಬಲಿತ ತಕ್ಷಣ ಕೊಯ್ಲು ಮಾಡಿ. ಒಂದೇ ಕಡೆ ಪದೇ ಪದೇ ಬೆಳೆಯಬೇಡಿ."
ಸಿಹಿ ಗೆಣಸು,ಮೃದು ಕೊಳೆತ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ರೈಜೋಪಸ್ (Rhizopus),ಗೆಡ್ಡೆ ಮೆತ್ತಗಾಗಿ ಕೊಳೆತು ಆಲ್ಕೋಹಾಲ್ ವಾಸನೆ ಬರುತ್ತದೆ. ಕೊಯ್ಲು ಮಾಡುವಾಗ ಗಾಯವಾಗದಂತೆ ನೋಡಿ. ಕೊಯ್ಲಿನ ನಂತರ ಬೆಚ್ಚಗಿನ ಜಾಗದಲ್ಲಿ 5 ದಿನ ಇಡಿ (ಕ್ಯೂರಿಂಗ್). ಫ್ರಿಡ್ಜ್ ನಲ್ಲಿ ಇಡಬೇಡಿ.
ಸಿಹಿ ಗೆಣಸು,ಕಪ್ಪು ಕೊಳೆತ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಸೆರಾಟೋಸಿಸ್ಟಿಸ್ ಫಿಂಬ್ರಿಯಾಟಾ (Ceratocystis fimbriata),ಗೆಡ್ಡೆ ಮೇಲೆ ಕಪ್ಪು ದುಂಡಗಿನ ತಗ್ಗು ಚುಕ್ಕೆ ಬರುತ್ತದೆ. ರುಚಿ ಕಹಿಯಾಗುತ್ತದೆ. ರೋಗಮುಕ್ತ ಬಳ್ಳಿ ಬಳಸಿ. ಗೆಡ್ಡೆ ತೊಳೆಯಬೇಡಿ. ಬೆಳೆ ಬದಲಾವಣೆ ಮಾಡಿ.
ಸಿಹಿ ಗೆಣಸು,ಸ್ಕರ್ಫ್ / ಕಲೆ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಮೊನಿಲೋಕೇಟ್ಸ್ ಇನ್ಫಸ್ಕಾನ್ಸ್ (Monilochaetes infuscans),ಸಿಪ್ಪೆಯ ಮೇಲೆ ಕಾಫಿ ಬಣ್ಣದ ಕಲೆ ಬರುತ್ತದೆ. ಇದು ಕೇವಲ ಸಿಪ್ಪೆಗೆ ಸೀಮಿತ. ಬಳ್ಳಿಯನ್ನು ಮಣ್ಣಿನಿಂದ 2 ಸೆಂ.ಮೀ ಎತ್ತರದಲ್ಲಿ ಕತ್ತರಿಸಿ ನಾಟಿ ಮಾಡಿ. ಒದ್ದೆ ಮಣ್ಣಿನಲ್ಲಿ ಬೆಳೆಯಬೇಡಿ.
ಸಿಹಿ ಗೆಣಸು,ಬೇರು ಹುಳು  (ಕೀಟ ಬಾಧೆ),ಗ್ರಬ್ಸ್ (Grubs),ಬಿಳಿ ಹುಳು ಗೆಡ್ಡೆಯನ್ನು ತಿಂದು ರಂಧ್ರ ಮಾಡುತ್ತದೆ. ಬೇಸಿಗೆಯಲ್ಲಿ ಮಣ್ಣು ಉಳುಮೆ ಮಾಡಿ ಬಿಸಿಲಿಗೆ ಬಿಡಿ. ನಾಟಿ ಮಾಡುವಾಗ ಬೇವಿನ ಹಿಂಡಿ ಹಾಕಿ.
ಸಿಹಿ ಗೆಣಸು,ಎಲೆ ಮಡಚುವ ಹುಳು  (ಕೀಟ ಬಾಧೆ),ಬ್ರಾಕ್ಮಿಯಾ (Brachmia),ಹುಳು ಎಲೆಯನ್ನು ಮಡಚಿ ಒಳಗೆ ತಿನ್ನುತ್ತದೆ. ಕೈಯಿಂದ ಹುಳು ಆರಿಸಿ ಅಥವಾ ಹಿಂಡಿ ಕೊಲ್ಲಿ.
ಸಿಹಿ ಗೆಣಸು,ಇಲಿ ಬಾಧೆ  (ಪ್ರಾಣಿ),ಇಲಿ (Rodents),ಇಲಿಗಳು ಗೆಡ್ಡೆ ತಿನ್ನುತ್ತವೆ. ಹೊಲದಲ್ಲಿ ಕಸ ತೆಗೆಯಿರಿ. ಬಿದಿರಿನ ಬಲೆ ಅಥವಾ ಬೋನು ಬಳಸಿ. ಗೂಬೆ ಕೂಡಲು ಕೋಲು ನೆಡಿ.
ತಮಟೆ ಕಾಯಿ (ಸ್ವೋರ್ಡ್ ಬೀನ್),ಬೇರು ಕೊಳೆತ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಫೈಟೋಫthora (Phytophthora),ಗಿಡ ತಕ್ಷಣ ಬಾಡುತ್ತದೆ. ಬೇರು ಕಪ್ಪಾಗುತ್ತದೆ. ನೀರು ನಿಲ್ಲದಂತೆ ನೋಡಿ. ಟ್ರೈಕೋಡರ್ಮ ಮಿಶ್ರಿತ ಗೊಬ್ಬರ ಬುಡಕ್ಕೆ ಹಾಕಿ.
ತಮಟೆ ಕಾಯಿ (ಸ್ವೋರ್ಡ್ ಬೀನ್),ಕಾಯಿ ಕೊರಕ  (ಕೀಟ ಬಾಧೆ),ಲ್ಯೂಸಿನೋಡ್ಸ್ (Leucinodes),ಹುಳು ಕಾಯಿಗೆ ರಂಧ್ರ ಮಾಡುತ್ತದೆ. ಕೈಯಿಂದ ಆರಿಸಿ. ಬೇವಿನ ಎಣ್ಣೆ ಸಿಂಪಡಿಸಿ.
ತಮಟೆ ಕಾಯಿ (ಸ್ವೋರ್ಡ್ ಬೀನ್),ಆಂಥ್ರಾಕ್ನೋಸ್  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಕೊಲೆಟೊಟ್ರೈಕಮ್ (Colletotrichum),ಕಾಯಿ ಮೇಲೆ ತಗ್ಗು ಚುಕ್ಕೆ ಬರುತ್ತದೆ. ಮ್ಯಾಂಕೋಜೆಬ್ ಸಿಂಪಡಿಸಿ.
ತಮಟೆ ಕಾಯಿ (ಸ್ವೋರ್ಡ್ ಬೀನ್),ಬೂದಿ ರೋಗ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಓಡಿಯಂ (Oidium),ಕಾಯಿ ಮೇಲೆ ಬಿಳಿ ಪುಡಿ ಬರುತ್ತದೆ. ಕರಗುವ ಗಂಧಕ ಸಿಂಪಡಿಸಿ.
ಹುಣಸೆ,ಹಣ್ಣು ಕೊರಕ  (ಕೀಟ ಬಾಧೆ),ವಿರಾಚೋಲಾ (Virachola),"ಕಾಯಿಗಳ ಮೇಲೆ ಸಣ್ಣ ರಂಧ್ರಗಳಿದ್ದು, ಒಳಗೆ ಹುಳು ತಿರುಳು ತಿಂದು ತ್ಯಾಜ್ಯ ತುಂಬಿಸುತ್ತದೆ. ಮರದ ಕೊಂಬೆ ಕುಲುಕಿ ಹುಳು ಉದುರಿಸಿ. ಬಿದ್ದ ಕಾಯಿ ಸುಟ್ಟುಹಾಕಿ. ಬೆಳ್ಳುಳ್ಳಿ-ಮೆಣಸಿನ ಕಷಾಯ ಸಿಂಪಡಿಸಿ. ಕೆಂಪು ಇರುವೆಗಳನ್ನು (ನಿಸರ್ಗದ ಮಿತ್ರರು) ಪ್ರೋತ್ಸಾಹಿಸಿ."
ಹುಣಸೆ,ಬೂದಿ ರೋಗ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಲೆವಿಲುವ್ಲಾ ಟೌರಿಕಾ (Leveillula taurica),ಹೊಸ ಚಿಗುರು ಮತ್ತು ಹೂವಿನ ಮೇಲೆ ಬಿಳಿ ಪುಡಿ ಬಂದು ಹೂವು ಉದುರುತ್ತದೆ. ಇದು ಚಳಿ ಮತ್ತು ಮಂಜಿನ ವಾತಾವರಣದಲ್ಲಿ ಹೆಚ್ಚು. ಬಿಸಿಲು ಬೀಳಲು ಮರ ಕತ್ತರಿಸಿ. ಹೂವು ಬಿಡುವಾಗ ಕರಗುವ ಗಂಧಕ ಸಿಂಪಡಿಸಿ.
ಹುಣಸೆ,ಮಸಿ ರೋಗ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಕ್ಯಾಪ್ನೋಡಿಯಮ್ (Capnodium),ಕೀಟಗಳ ಸ್ರಾವದಿಂದ ಕಾಯಿ ಮೇಲೆ ಕಪ್ಪು ಮಸಿ ಬರುತ್ತದೆ. ಕಾಯಿ ತೊಳೆಯಿರಿ. ಮೀಲಿಬಗ್ ಮತ್ತು ಹುರುಪೆ ಕೀಟ ನಿಯಂತ್ರಿಸಿ.
ಹುಣಸೆ,ಹುರುಪೆ ಕೀಟ / ಸ್ಕೇಲ್  (ಕೀಟ ಬಾಧೆ),ಕೊಕ್ಸಸ್ (Coccus),ಕಾಯಿ ಮೇಲೆ ಗಟ್ಟಿಯಾದ ಕೀಟವಿದ್ದು ರಸ ಹೀರುತ್ತದೆ. ತೋಟಗಾರಿಕೆ ಎಣ್ಣೆ (Horticultural oil) ಸಿಂಪಡಿಸಿ.
ಹುಣಸೆ,ಆಂಥ್ರಾಕ್ನೋಸ್  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಕೊಲೆಟೊಟ್ರೈಕಮ್ (Colletotrichum),ಎಲೆ ಮತ್ತು ಕಾಯಿ ಮೇಲೆ ಕಪ್ಪು ಚುಕ್ಕೆ ಬರುತ್ತದೆ. ಕಾಪರ್ ಔಷಧ ಸಿಂಪಡಿಸಿ.
ಮರಗೆಣಸು (ಟಪಿಯೋಕಾ),ಹುರುಪೆ ಕೀಟ / ಸ್ಕೇಲ್  (ಕೀಟ ಬಾಧೆ),ಅಯೋನಿಡಿಯೆಲ್ಲಾ (Aonidiella),ಕಾಂಡದ ಮೇಲೆ ಬಿಳಿ ಶಿಲೀಂಧ್ರದಂತಹ ಗಟ್ಟಿಯಾದ ಕೀಟವಿದ್ದು ರಸ ಹೀರುತ್ತದೆ. ಕಾಂಡ ಒಣಗುತ್ತದೆ. ಶುದ್ಧ ಕಾಂಡವನ್ನೇ ನಾಟಿಗೆ ಬಳಸಿ. ಎಳೆಯ ಗಿಡದ ಮೇಲಿದ್ದರೆ ಬ್ರಷ್ ನಿಂದ ಸಾಬೂನು ನೀರಿನಲ್ಲಿ ಉಜ್ಜಿ ತೆಗೆಯಿರಿ.
ಮರಗೆಣಸು (ಟಪಿಯೋಕಾ),ಕಂದು ಎಲೆ ಚುಕ್ಕೆ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಸರ್ಕೋಸ್ಪೋರಾ (Cercospora),ಹಳೆಯ ಎಲೆ ಮೇಲೆ ಕಪ್ಪು ಅಂಚಿರುವ ಕಂದು ಚುಕ್ಕೆ ಬಂದು ಎಲೆ ಉದುರುತ್ತದೆ. ಗಿಡಗಳ ನಡುವೆ ಅಂತರವಿರಲಿ. ಪೊಟ್ಯಾಷ್ ಗೊಬ್ಬರ ಕೊಡಿ.
ಮರಗೆಣಸು (ಟಪಿಯೋಕಾ),ಗೆಡ್ಡೆ ಕೊಳೆತ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಫೈಟೋಫthora (Phytophthora),ಮಣ್ಣಿನಲ್ಲಿ ನೀರು ನಿಂತರೆ ಗೆಡ್ಡೆ ಕೊಳೆತು ವಾಸನೆ ಬರುತ್ತದೆ. ಎಲೆ ಹಳದಿಯಾಗುತ್ತದೆ. ನೀರು ನಿಲ್ಲದಂತೆ ಏರು ಮಡಿ ಮಾಡಿ. ಮಳೆಗಾಲದಲ್ಲಿ ಕೊಯ್ಲು ಮಾಡಬೇಡಿ.
ಮರಗೆಣಸು (ಟಪಿಯೋಕಾ),ಕೆಂಪು ನುಸಿ  (ನುಸಿ ಬಾಧೆ),ಟೆಟ್ರಾನಿಕಸ್ (Tetranychus),ಎಲೆ ಅಡಿಯಲ್ಲಿ ಸಣ್ಣ ಕೆಂಪು ನುಸಿಗಳಿದ್ದು ಎಲೆ ಹಳದಿಯಾಗಿ ಒಣಗುತ್ತದೆ. ಜೋರಾಗಿ ನೀರು ಸಿಂಪಡಿಸಿ ತೊಳೆಯಿರಿ. ಕರಗುವ ಗಂಧಕ ಅಥವಾ ಬೇವಿನ ಎಣ್ಣೆ ಸಿಂಪಡಿಸಿ.
ಮರಗೆಣಸು (ಟಪಿಯೋಕಾ),ಬ್ಯಾಕ್ಟೀರಿಯಾ ಅಂಗಮಾರಿ  (ಬ್ಯಾಕ್ಟೀರಿಯಾ ರೋಗ),ಕ್ಸಾಂಥೋಮೋನಾಸ್ (Xanthomonas),ಎಲೆ ಮೇಲೆ ನೀರು ಹೀರಿದ ಚುಕ್ಕೆ ಬಂದು ಎಲೆ ಉದುರುತ್ತದೆ. ಕಾಂಡದಿಂದ ಅಂಟು ಒಸರುತ್ತದೆ. ರೋಗಮುಕ್ತ ಕಡ್ಡಿ ಬಳಸಿ. ನಾಟಿಗೆ ಮುನ್ನ ಕಡ್ಡಿಯನ್ನು ಬಿಸಿ ನೀರಿನಲ್ಲಿ (60 ಡಿಗ್ರಿ) 20 ನಿಮಿಷ ಅದ್ದಿ.
ಮರಗೆಣಸು (ಟಪಿಯೋಕಾ),ಮೊಸೈಕ್ ರೋಗ  (ವೈರಸ್ ರೋಗ),ಮೊಸೈಕ್ ವೈರಸ್ (Mosaic Virus),ಎಲೆ ಹಳದಿ ಮಚ್ಚೆಯಾಗಿ ಮುದುರುತ್ತದೆ. ಗೆಡ್ಡೆ ದಪ್ಪಗಾಗುವುದಿಲ್ಲ. ಬಿಳಿ ನೊಣ ನಿಯಂತ್ರಿಸಿ. ರೋಗ ಬಂದ ಗಿಡ ತೆಗೆಯಿರಿ.
ಕೆಸುವಿನ ಗಡ್ಡೆ (ಟಾರೋ),ಗೆಡ್ಡೆ ಕೊಳೆತ / ಕಾರ್ಮ್ ರಾಟ್  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಫ್ಯುಸಾರಿಯಂ (Fusarium),ಗಿಡ ಕುಂಠಿತವಾಗುತ್ತದೆ. ಗೆಡ್ಡೆ ಮೆತ್ತಗಾಗಿ ಕೊಳೆತು ಕೆಟ್ಟ ವಾಸನೆ ಬರುತ್ತದೆ. ನೀರು ನಿಲ್ಲದಂತೆ ನೋಡಿ. ಬಿತ್ತನೆಗೆ ಮುನ್ನ ಗೆಡ್ಡೆಗೆ ಟ್ರೈಕೋಡರ್ಮ ಲೇಪಿಸಿ ಅಥವಾ ಬಿಸಿ ನೀರಿನಲ್ಲಿ (50 ಡಿಗ್ರಿ) ಅದ್ದಿ. ಮಣ್ಣಿಗೆ ಬೇವಿನ ಹಿಂಡಿ ಹಾಕಿ.
ಕೆಸುವಿನ ಗಡ್ಡೆ (ಟಾರೋ),ಎಲೆ ಅಂಗಮಾರಿ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಫೈಟೋಫthora ಕೊಲೊಕೇಸಿಯೆ (Phytophthora colocasiae),ಎಲೆ ಮೇಲೆ ಕಡು ಬಣ್ಣದ ವರ್ತುಲ ಚುಕ್ಕೆ ಬಂದು ಎಲೆ ಕೊಳೆಯುತ್ತದೆ. ಮ್ಯಾಂಕೋಜೆಬ್ ಸಿಂಪಡಿಸಿ. ಸೋಂಕಿತ ಎಲೆ ತೆಗೆಯಿರಿ.
ಕೆಸುವಿನ ಗಡ್ಡೆ (ಟಾರೋ),ಒಣ ಕೊಳೆತ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಫ್ಯುಸಾರಿಯಂ (Fusarium),ಶೇಖರಣೆಯಲ್ಲಿ ಗೆಡ್ಡೆ ಒಣಗಿ ಪುಡಿಯಾಗುತ್ತದೆ. ಸರಿಯಾಗಿ ಒಣಗಿಸಿ (ಕ್ಯೂರಿಂಗ್) ಶೇಖರಿಸಿ.
ಮದಹಾಗಲಕಾಯಿ (ಟೀಸೆಲ್ ಗೋರ್ಡ್),ಆಂಥ್ರಾಕ್ನೋಸ್  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಕೊಲೆಟೊಟ್ರೈಕಮ್ (Colletotrichum),ಎಲೆ ಮತ್ತು ಕಾಯಿ ಮೇಲೆ ಕಪ್ಪು ತಗ್ಗು ಚುಕ್ಕೆ ಬರುತ್ತದೆ. ಬಳ್ಳಿ ಹಳದಿಯಾಗುತ್ತದೆ. ರೋಗಮುಕ್ತ ಗೆಡ್ಡೆ ಬಳಸಿ. ಬಳ್ಳಿ ಚಪ್ಪರಕ್ಕೆ ಹಬ್ಬಿಸಿ. ಸ್ಯೂಡೋಮೋನಾಸ್ ಸಿಂಪಡಿಸಿ.
ಮದಹಾಗಲಕಾಯಿ (ಟೀಸೆಲ್ ಗೋರ್ಡ್),ಹಣ್ಣು ನೊಣ  (ಕೀಟ ಬಾಧೆ),ಬ್ಯಾಕ್ಟ್ರೋಸೆರಾ (Bactrocera),ಹುಳು ಕಾಯಿಯೊಳಗೆ ಕೊಳೆಸುತ್ತದೆ. ಕಾಯಿಗೆ ಚೀಲ ಹಾಕಿ. ಮೋಹಕ ಬಲೆ ಬಳಸಿ.
ಎಳನೀರು / ತೆಂಗು,ಗೇಂಡಾಮೃಗ ದುಂಬಿ  (ಕೀಟ ಬಾಧೆ),ಒರಿಕ್ಟೆಸ್ ರೈನೋಸೆರೋಸ್ (Oryctes rhinoceros),ಕಪ್ಪು ದುಂಬಿ ಸುಳಿಯೊಳಗೆ ರಂಧ್ರ ಮಾಡಿ ಎಳೆ ಗರಿ ತಿನ್ನುತ್ತದೆ. ಗರಿ ಬಿಚ್ಚಿದಾಗ 'ವಿ' ಆಕಾರದಲ್ಲಿ ಕತ್ತರಿಸಿರುತ್ತದೆ. ಕಂಬಿ ಬಳಸಿ ದುಂಬಿ ಹೊರತೆಗೆಯಿರಿ. ರಂಧ್ರಕ್ಕೆ ಮರಳು ಮತ್ತು ಬೇವಿನ ಹಿಂಡಿ ಮಿಶ್ರಣ ತುಂಬಿ. ಫೆರೋಮೋನ್ ಬಲೆ ಬಳಸಿ.
ಎಳನೀರು / ತೆಂಗು,ಕೆಂಪು ಮೂತಿ ಹುಳು  (ಕೀಟ ಬಾಧೆ),ರಿಂಕೋಫೋರಸ್ ಫೆರುಜಿನಿಯಸ್ (Rhynchophorus ferrugineus),ಹುಳು ಕಾಂಡದ ಒಳಗೆ ಸುರಂಗ ಮಾಡಿ ಮರ ಸಾಯುವಂತೆ ಮಾಡುತ್ತದೆ. ಕಾಂಡಕ್ಕೆ ಕಾರ್ಬರಿಲ್ ಅಥವಾ ಬೇವಿನ ಎಣ್ಣೆ ಚುಚ್ಚಿ (ಇಂಜೆಕ್ಷನ್).
ಎಳನೀರು / ತೆಂಗು,ಸುಳಿ ಕೊಳೆತ / ಬಡ್ ರಾಟ್  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಫೈಟೋಫthora ಪಾಮಿವೋರಾ (Phytophthora palmivora),ಸುಳಿ ಕೊಳೆತು ವಾಸನೆ ಬರುತ್ತದೆ. ಎಳೆ ಕಾಯಿ ಉದುರುತ್ತದೆ. ಸುಳಿ ಸ್ವಚ್ಛಗೊಳಿಸಿ ಬೋರ್ಡೋ ಪೇಸ್ಟ್ ಹಚ್ಚಿ. ಮಳೆಗಾಲದಲ್ಲಿ ರಕ್ಷಿಸಿ.
ಎಳನೀರು / ತೆಂಗು,ಕಾಂಡ ಸೋರುವಿಕೆ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಥೈಲಾವಿಯೋಪ್ಸಿಸ್ (Thielaviopsis),ಕಾಂಡದ ಬಿರುಕಿನಿಂದ ಕೆಂಪು ದ್ರವ ಸೋರುತ್ತದೆ. ಕಾಯಿ ಮುದುರುತ್ತದೆ. ಬಾಧಿತ ತೊಗಟೆ ಕೆತ್ತಿ ಟಾರ್ ಲೇಪಿಸಿ. ಬೇರಿಗೆ ಬೇವಿನ ಹಿಂಡಿ ಕೊಡಿ.
ಎಳನೀರು / ತೆಂಗು,ನುಸಿ ರೋಗ  (ನುಸಿ ಬಾಧೆ),ರಾವ್ವೆಲ್ಲಾ ಇಂಡಿಕಾ (Raoiella indica),ಕಾಯಿ ಮೇಲೆ ತ್ರಿಕೋನಾಕಾರದ ಮಚ್ಚೆ ಬಂದು ಕಾಯಿ ಸಣ್ಣದಾಗಿ ಬಿರುಕು ಬಿಡುತ್ತದೆ. ಗೊಂಚಲಿಗೆ ಬೇವಿನ ಎಣ್ಣೆ ಮತ್ತು ಬೆಳ್ಳುಳ್ಳಿ ಮಿಶ್ರಣ ಸಿಂಪಡಿಸಿ. ಬೇರಿಗೆ ಪೋಷಕಾಂಶ ಕೊಡಿ.
ಎಳನೀರು / ತೆಂಗು,ಗ್ಯಾನೋಡರ್ಮಾ ಬಾಡು ರೋಗ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಗ್ಯಾನೋಡರ್ಮಾ ಲೂಸಿಡಮ್ (Ganoderma lucidum),ಮರದ ಬುಡದಲ್ಲಿ ಅಣಬೆ ಬೆಳೆಯುತ್ತದೆ. ಮರ ಬಾಡಿ ಕಾಯಿ ಉದುರುತ್ತದೆ. ಮರದ ಸುತ್ತ ಕಂದಕ ತೋಡಿ ಬೇರ್ಪಡಿಸಿ. ಬುಡಕ್ಕೆ ಟ್ರೈಕೋಡರ್ಮ ಮತ್ತು ಬೇವಿನ ಹಿಂಡಿ ಹಾಕಿ.
ಮರ ಟೊಮೆಟೊ (ಟ್ರೀ ಟೊಮೆಟೊ),ಬೂದಿ ರೋಗ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಎರಿಸೈಫಿ (Erysiphe),"ಊಟಿ, ಕೊಡೈಕೆನಾಲ್ ನಲ್ಲಿ ಇದು ಹೆಚ್ಚು. ಎಲೆ ಮೇಲೆ ಬಿಳಿ ಪುಡಿ ಬಂದು ಎಲೆ ಉದುರುತ್ತದೆ. ಹಣ್ಣಿಗೆ ಬಿಸಿಲು ಬಡಿದು ಹಾಳಾಗುತ್ತದೆ. ಮರ ಕತ್ತರಿಸಿ ಗಾಳಿ ಆಡುವಂತೆ ಮಾಡಿ. ಅಡುಗೆ ಸೋಡಾ ದ್ರಾವಣ ಅಥವಾ ಕರಗುವ ಗಂಧಕ ಸಿಂಪಡಿಸಿ."
ಮರ ಟೊಮೆಟೊ (ಟ್ರೀ ಟೊಮೆಟೊ),ಜಿಗಿಹೇನು / ಆಫಿಡ್ಸ್  (ಕೀಟ ಬಾಧೆ),ಆಫಿಸ್ (Aphis),ಎಲೆ ಅಡಿಯಲ್ಲಿ ಹಸಿರು ಕೀಟಗಳಿದ್ದು ಎಲೆ ಹಳದಿಯಾಗುತ್ತದೆ. ಬೇವಿನ ಎಣ್ಣೆ ಅಥವಾ ಸಾಬೂನು ನೀರು ಸಿಂಪಡಿಸಿ.
ಮರ ಟೊಮೆಟೊ (ಟ್ರೀ ಟೊಮೆಟೊ),ಹಣ್ಣು ನೊಣ  (ಕೀಟ ಬಾಧೆ),ಬ್ಯಾಕ್ಟ್ರೋಸೆರಾ (Bactrocera),ಹುಳು ಹಣ್ಣಿನ ಒಳಗೆ ಸುರಂಗ ಮಾಡಿ ಕೊಳೆಸುತ್ತದೆ. ಮೋಹಕ ಬಲೆ ಬಳಸಿ. ಹಣ್ಣು ಪೂರ್ತಿ ಹಣ್ಣಾಗುವ ಮುನ್ನವೇ ಕೊಯ್ಲು ಮಾಡಿ.
ಅರಿಶಿನ,ಎಲೆ ಸುರುಳಿ ಹುಳು  (ಕೀಟ ಬಾಧೆ),ಆರ್ಕಿಪ್ಸ್ (Archips),ಹುಳು ಎಲೆಯನ್ನು ಸುರುಳಿ ಸುತ್ತಿ ಒಳಗೆ ತಿನ್ನುತ್ತದೆ. ಸುರುಳಿಯನ್ನು ಕೈಯಿಂದ ಹಿಂಡಿ ಹುಳು ಕೊಲ್ಲಿ. ಬಾಧೆ ಹೆಚ್ಚಿದ್ದರೆ ಬಿ.ಟಿ (Bt) ದ್ರಾವಣ ಸಿಂಪಡಿಸಿ.
ಅರಿಶಿನ,ರೈಜೋಮ್ ಕೊಳೆತ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಪೈಥಿಯಂ (Pythium),ಇದು ಪ್ರಮುಖ ರೋಗ. ಗೆಡ್ಡೆ ಮೆತ್ತಗಾಗಿ ನೀರಾಗುತ್ತದೆ. ಎಲೆ ಹಳದಿಯಾಗಿ ಒಣಗುತ್ತದೆ. ನೀರು ನಿಲ್ಲದಂತೆ ಏರು ಮಡಿ ಮಾಡಿ. ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್ ದ್ರಾವಣ ಮಣ್ಣಿಗೆ ಸುರಿಯಿರಿ. ಬಿತ್ತನೆಗೆ ಮುನ್ನ ಗೆಡ್ಡೆಗೆ ಟ್ರೈಕೋಡರ್ಮ ಲೇಪಿಸಿ.
